qid,leader,wiki_title,article_length,cult_text,cult_evidence,hagiography_text,hagiography_evidence,birthday_text,birthday_evidence,monuments_text,monuments_evidence,titles_text,titles_evidence
Q57394,Nazarbayev,Nursultan Nazarbayev,72988,1,"...espread authoritarianism, significant human rights abuses, nepotism, and systemic corruption. His leadership was further characterized by a pervasive cult of personality, with his image and influence deeply entrenched in the nation’s political and social landscape. Nazarbayev gained recognition for his efforts in nucl...",1,"...ting from early 2000's, the Kazakh economy faced huge growth thanks to its development in energy sector and high oil prices. Nazarbayev published his manifesto: Prosperity, Security and the Ever-Growing Welfare of all Kazakhstanis in 2000, where he wrote that ""today we are building a new state, a new market... | ...manian actor Dani Popescu in the 2020 satirical film Borat Subsequent Moviefilm. In 2021, Nazarbayev was interviewed by Oliver Stone in an eight-part hagiographic documentary title",0,,1,"...significant human rights abuses, nepotism, and systemic corruption. His leadership was further characterized by a pervasive cult of personality, with his image and influence deeply entrenched in the nation’s political and social landscape. Nazarbayev gained recognition for his efforts in nuclear disarmament,...",0,
Q5816,Mao Tse-Tung,Mao Zedong,82085,1,"...ese Famine. In 1966, Mao launched the Cultural Revolution, which was marked by violent class struggle, destruction of historical artifacts, and Mao's cult of personality. Mao died in 1976. He was initially succeeded by Hua Guofeng, then in 1978 by Deng Xiaoping. China under his leadership was a totalitarian regime whi... | ...to include the portraits of Sun Yat-sen and Deng Xiaoping in the renminbi.   === Public image === Mao gave contradicting statements on the subject of personality cults. ",1,"...Hóng Tàiyáng) and a ""Savior of the people"" (人民的大救星; Rénmín De Dà Jiùxīng). In October 1966, Mao's Quotations from Chairman Mao Tse-tung, known as the Little Red Book, was published. Party members were encouraged to carry a copy with them, and possession was almost mandatory as a criterion for membership. Over the... | ...rts"" (毛主席是我們心中的紅太陽; Máo Zhǔxí Shì Wǒmen Xīnzhōng De Hóng Tàiyáng) and a ""Savior of the people"" (人民的大救星; Rénmín De Dà Jiùxīng). In October 1966, Mao's Quotations from Chairman",0,,1,"...Three Kingdoms and Dream of the Red Chamber. Mao published poems in classical forms starting in his youth and his abilities as a poet contributed to his image in China after he came to power in 1949. His style was influenced by the great Tang dynasty poets Li Bai and Li He. Some of his best known poems are... | ...service with a 20-minute-long eulogy atop Tiananmen Gate. Despite Mao's request to be cremated, his body was later permanently put on display in the Mausoleum of Mao Zedong, in orde",1,"...vements of relations. At least 180,000 Chinese troops died during the war. As the Chairman of the Central Military Commission (CMC), Mao was also the Supreme Commander in Chief of the PLA and the People's Republic and Chairman of the Party. Chinese troops in Korea were under the overall command of then newly install... | ...ositions referenced Mao in the phrase ""Chairman Mao is the red sun in our hearts"" (毛主席是我們心中的紅太陽; Máo Zhǔxí Shì Wǒmen Xīnzhōng De Hóng Tàiyáng) and a ""Savior of the people"""
Q41570,Hua Guofeng,Hua Guofeng,25572,1,"...n official at the Civil Aviation Administration of China. Their younger daughter, Su Li, works for the State Council.   == See also ==  Hua Guofeng's cult of personality Politics of China History of the People's Republic of China (1976–89) History of the Chinese Communist Party   == Notes ==   == References ==   === C...",1,"...idnight. Hua had summoned Zhang Chunqiao, Wang Hongwen, and Yao Wenyuan to a meeting at Zhongnanhai, ostensibly to discuss the fifth volume of Mao's ""Selected Works"". They were arrested while walking into the meeting at Huairen Hall. According to Hua's own recollection of events, he and Marshal Ye Jianying were t... | ...ow China Escaped Shock Therapy: the Market Reform Debate. Abingdon, Oxon: Routledge. ISBN 978-0-429-49012-5. OCLC 1228187814.   == External links ==  Official biography of Hu",0,,1,"...in October of that year. In 1952, he was appointed secretary of Xiangtan Special District, which included Mao's hometown, Shaoshan. In this role, he built a memorial hall dedicated to Mao. When Mao visited the site, in June 1959, he was favorably impressed. Mao Zedong first met Hua in 1955, and was impressed by hi... | ...with 68 newly elected members, of which more than 20 were rehabilitated officials. Despite his wishes to be cremated, Mao's body was also placed in a mausoleum, while Hua wa",0,
Q16977,Deng Xiaoping,Deng Xiaoping,77042,0,,1,"...e as of today. He helped establish China's nine-year compulsory education, and revived China's political reforms.   == Works == Deng Xiaoping (1995). Selected Works of Deng Xiaoping: 1938–1965. Vol. I (2nd ed.). Beijing: Foreign Languages Press. ISBN 7-119-01456-0. Archived from the original on 25 February 2020....",0,,1,".... There are some public displays, however. A bronze statue was erected on 14 November 2000, at the grand plaza of Lianhua Mountain Park in Shenzhen. This statue is dedicated to Deng's role as a planner and contributor to the development of the Shenzhen Special Economic Zone. The statue is 6 metres (20 ft) hig...",0,
Q16597,Jiang Zemin,Jiang Zemin,46806,1,"...d for his insistence on writing the ""Three Represents"" into the party and state constitutions (see below), which Yang called Jiang's attempt at ""self-deification"", i.e., that he saw himself as a visionary along the same lines as Deng and Mao. Yang contended, ""The 'Three Represents' is just common sense. It is...",1,...urnal of Shanghai Jiaotong University (Science). 13 (3). Springer: 257–274. doi:10.1007/s12204-008-0257-7. Retrieved 2 July 2025. Jiang Zemin (2010). Selected Works of Jiang Zemin. Vol. I (1st ed.). Beijing: Foreign Languages Press. ISBN 978-7-119-06025-5. Archived from the original on 6 December 2020. Retrieved...,0,,0,,0,
Q15029,Hu Jintao,Hu Jintao,42492,0,,1,"...Outlook on Development ===  Political observers indicate that Hu distinguished himself from his predecessor in both domestic and foreign policy. Hu's political philosophy during his leadership is summarized by three slogans — a ""Harmonious Socialist Society"" domestically and ""Peaceful Development"" internationally, the...",0,,0,,0,
Q10874521,Xi Jinping,Chinese Dream,25755,0,,0,,0,,0,,0,
Q69612964,Tsedenbal,,0,0,,0,,0,,0,,0,
Q558706,Batmonh,Jambyn Batmönkh,5419,0,,0,,0,,0,,0,
Q7076333,Ochirbat,Ochirbatyn Dashbalbar,5219,0,,1,"...shbalbar realised that he was subject to attack from opposing forces and, moreover, that he was prepared and willing to stand up for his beliefs. His political philosophy is sometimes summarized in this quotation, cited in an article written by the poet and scholar A Davaasambuu, and spoken after he had left the Tradit...",0,,0,,0,
Q334679,Bagabandi,Natsagiin Bagabandi,6574,0,,0,,0,,0,,0,
Q54820,Enkhbayar,Nambaryn Enkhbayar,7835,0,,0,,0,,0,,0,
Q57421,Elbegdorj,Tsakhiagiin Elbegdorj,67482,0,,0,,0,,0,,0,
Q22368,Chen Shui-bian,Chen Shui-bian,40066,0,,0,,0,,0,,0,
Q19216,Ma Ying-jeou,Ma Ying-jeou,40651,0,,0,,0,,0,,0,
Q56226,Kim Jong Un,Kim Jong Un,52319,1,"...tral Military Commission. Like his father and grandfather before him, Kim Jong Un rules North Korea, and his leadership has maintained the Kim family cult of personality. State media often refer to him as ""Respected Comrade"" or ""Marshal"". Kim's regime has been accused of human rights violations. He reportedly ordered... | ...ll of this is because of leader Kim Jong Un."" According to analysts, Kim Jong Un has used his resemblance to his grandfather to harness Kim Il Sung's personality cult and",1,"...s exact role in a new government would be. Following his father's death, Kim Jong Un was hailed as the ""great successor to the revolutionary cause of Juche"", ""outstanding leader of the party, army and people"", and ""respected comrade who is identical to Supreme Commander Kim Jong Il"", and was made chairma...",0,,0,,1,"...general secretary of the Workers' Party of Korea (WPK) and the president of the State Affairs Commission. A member of the Kim family, he is the third supreme leader of North Korea, as well as the fifth child of Kim Jong Il, his predecessor as supreme leader, and a grandson of Kim Il Sung, the founder of North Kor... | ...Presidium of the Supreme People's Assembly, the KCNA subsequently announced. The only higher rank is Taewonsu (roughly translated as Grand Marshal or Generalissimo) which was"
Q171684,Rhee,Syngman Rhee,35825,0,,0,,0,,0,,1,"...sful. In September 1922, he returned to Hawaii to focus on publication, education, and religion. In November 1924, Rhee was appointed the position of president for life in the Korean Comrade Society (대한인동지회; 大韓人同志會). In March 1925, Rhee was impeached as the president of the Provisional Government in Shanghai over all..."
Q469415,Ho Chong,Ho Chong,6178,0,,0,,0,,0,,0,
Q483128,Chang Do Yong,Chang Do-yong,5647,0,,0,,0,,0,,0,
Q6784197,Park Choong Hoon,Park Choong-hoon,1348,0,,0,,0,,0,,0,
Q242651,Roh Tae Woo,Roh Tae-woo,18742,0,,0,,0,,0,,0,
Q165210,Kim Young Sam,Kim Young-sam,20136,0,,0,,0,,0,,0,
Q14342,Lee Myung Bak,Lee Myung-bak,42265,0,,0,,0,,0,,0,
Q138048,Park Geun-hye,Park Geun-hye,45429,0,,0,,0,,0,,1,"...ree-day visit to Tehran to discuss bilateral trade and other matters of mutual interest. She met Iranian President Hassan Rouhani and held talks with Supreme Leader Ali Khamenei. The two countries also signed 19 basic agreements to expand mutual cooperation over a variety of areas. Earlier, Iran's President Rouha..."
Q494930,Matthew Bunker Ridgway,Matthew Ridgway,38727,0,,0,,0,,0,,1,"...elected an honorary member of the Virginia Society of the Cincinnati. Ridgway also assumed from MacArthur the role of military governor of Japan, the Supreme Commander for the Allied Powers. During his tenure, Ridgway oversaw the restoration of Japan's independence and sovereignty on April 28, 1952. He was the secon..."
Q301804,"Yoshida, Shigeru",Shigeru Yoshida,23044,0,,0,,0,,0,,1,"...ion of Mamoru Shigemitsu in September 1945. At that point, the main function of the foreign minister was to liaise with the occupation authority: the Supreme Commander for the Allied Powers. As such, Yoshida came into regular contact with General Douglas MacArthur. When Prince Higashikuni resigned Yoshida was approa..."
Q351656,Ishibashi,Tanzan Ishibashi,7288,0,,1,".... Tanzan Ishibashi died on April 24, 1973. Waseda University later introduced the Waseda Journalism Award In Memory of Ishibashi Tanzan in 2001.   == Political philosophy, ideology and views == Ishibashi's views were based on new liberalism, individualism and feminism. Ishibashi was opposed to Japanese imperialism, col...",0,,0,,0,
Q315572,Kishi,Nobusuke Kishi,52509,0,,0,,0,,0,,1,"...945, Kishi, with other members of the former Japanese government, was held at Sugamo Prison as a suspected ""Class A"" war criminal by the order of the Supreme Commander of the Allied Powers. Kishi, Kodama, Sasakawa, and Matsutarō Shōriki, the former president of the Yomiuri Shimbun newspaper, lived in the same prison..."
Q299142,Ikeda,Hayato Ikeda,15667,0,,0,,0,,0,,0,
Q297644,Tanaka,Kakuei Tanaka,29230,0,,1,"...naka’s power. Another such place will never emerge. The symbol of that time has disappeared."" As of 2017, there was nostalgia for Kakuei Tanaka.   == Political philosophy, ideology and views == Tankara supported a business-backed capitalist oriented party. He advocated for a classical free-enterprises system with a wel...",0,,0,,0,
Q317675,Miki,Takeo Miki,11107,0,,0,,0,,0,,0,
Q315584,Fukuda,Takeo Fukuda,10202,0,,0,,0,,0,,0,
Q744989,Masayoshi Ito,Masayoshi Ito,1856,0,,0,,0,,0,,0,
Q315551,Suzuki,Zenko Suzuki,24459,0,,0,,0,,0,,0,
Q250828,Nakasone,Yasuhiro Nakasone,21472,0,,0,,0,,0,,0,
Q315561,Takeshita,Noboru Takeshita,9219,0,,0,,0,,0,,0,
Q315579,Kaifu,Toshiki Kaifu,4438,0,,0,,0,,0,,0,
Q315565,Miyazawa,Kiichi Miyazawa,5840,0,,0,,0,,0,,0,
Q315555,Hosokawa,Morihiro Hosokawa,13299,0,,0,,0,,0,,0,
Q315720,Hata,Tsutomu Hata,4333,0,,0,,0,,0,,0,
Q309374,Hashimoto,Ryutaro Hashimoto,10088,0,,0,,0,,0,,0,
Q745045,Mikio Aoki,Mikio Aoki,4305,0,,0,,0,,0,,0,
Q233499,Yoshiro Mori,Yoshirō Mori,14521,0,,0,,0,,0,,0,
Q130852,Junichiro Koizumi,Junichiro Koizumi,26515,0,,0,,0,,0,,0,
Q132345,Shinzo Abe,Shinzo Abe,99720,0,,0,,0,,1,"...speculated that Abe would likely resign due to the scandal. The scandals, while not damaging his political standing permanently, did little good for his image. In July 2018, Abe's public standing was further hit after he held a drinking party with LDP lawmakers during the peak of the floods in western Japan...",0,
Q101137,Yasuo Fukuda,Yasuo Fukuda,10864,0,,0,,0,,0,,0,
Q132596,Taro Aso,Tarō Asō,25119,0,,0,,0,,0,,0,
Q131077,Hatoyama Yukio,Yukio Hatoyama,17668,0,,0,,0,,0,,0,
Q47846,Naoto Kan,Naoto Kan,19039,0,,0,,0,,1,"...d the public. In September of the same year, after having left cabinet, Kan founded the Democratic Party of Japan along with Yukio Hatoyama. In 1998, his image was affected by allegations of an affair, vigorously denied by both parties, with a television newscaster and media consultant, Yūko Tonomoto. After...",0,
